id,first_name,last_name,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
633896,Alton,Pruitt,65,male,30y+,high school,upper class,0.5006306604427160,TRUE,before 2015,TRUE,TRUE,32765,7000.0,sedan,13,2,3,FALSE
193110,Estevan,Gordon,26-39,female,10-19y,university,middle class,0.5519701813636280,TRUE,before 2015,TRUE,FALSE,10238,14000.0,sports car,0,0,0,FALSE
98515,Tyra,Galvez,40-64,male,10-19y,high school,middle class,0.6269960497386650,TRUE,before 2015,FALSE,FALSE,10238,13000.0,sedan,1,1,0,FALSE
165623,Serina,Roland,26-39,male,10-19y,none,poverty,0.29479748077199700,TRUE,before 2015,TRUE,FALSE,10238,15000.0,sedan,0,0,1,FALSE
493590,Darwin,Arroyo,26-39,male,10-19y,university,middle class,0.5519504952618400,FALSE,after 2015,FALSE,FALSE,10238,17000.0,sedan,0,0,1,FALSE
389792,Wilfredo,Stull,65,male,0-9y,university,upper class,0.649820471216227,TRUE,after 2015,TRUE,TRUE,32765,9000.0,sedan,0,0,0,TRUE
642614,Carli,Crenshaw,40-64,male,20-29y,high school,middle class,0.5218044346397630,TRUE,after 2015,TRUE,TRUE,92101,7000.0,sedan,2,0,1,FALSE
951465,Gaven,Dodds,65,female,30y+,university,upper class,0.7012683240604200,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,3,1,1,FALSE
496987,Yisroel,Close,16-25,male,0-9y,none,poverty,0.17124402882132100,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,0,0,0,FALSE
732437,Dezmond,Noe,16-25,male,0-9y,none,poverty,0.3184419972124170,TRUE,before 2015,FALSE,TRUE,32765,10000.0,sedan,0,0,0,TRUE
146897,Lucille,Phelps,26-39,female,0-9y,high school,middle class,0.6046842696715550,TRUE,before 2015,TRUE,TRUE,21217,11000.0,sedan,0,0,0,TRUE
316173,Irma,Russell,16-25,male,0-9y,university,working class,0.5049948526440380,FALSE,after 2015,FALSE,FALSE,32765,8000.0,sedan,0,0,0,TRUE
9013,Caden,Eng,26-39,male,10-19y,high school,working class,0.6251466352816220,TRUE,before 2015,FALSE,TRUE,10238,17000.0,sedan,3,0,2,FALSE
511757,Abigale,Covey,40-64,female,10-19y,none,middle class,,TRUE,before 2015,TRUE,TRUE,10238,11000.0,sedan,2,0,1,FALSE
429947,Rosario,Pitt,65,male,30y+,university,upper class,,FALSE,after 2015,FALSE,TRUE,10238,12000.0,sports car,6,0,5,FALSE
485660,Bryce,Lyman,40-64,male,10-19y,university,upper class,0.5781305873212040,TRUE,before 2015,FALSE,TRUE,92101,14000.0,sedan,1,0,1,FALSE
80496,Aleena,Driscoll,65,male,30y+,high school,upper class,0.7054542902137050,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,5,1,3,FALSE
478336,Darion,Mercado,40-64,male,20-29y,university,upper class,0.6595254905875940,TRUE,after 2015,FALSE,TRUE,10238,16000.0,sedan,4,0,2,FALSE
10843,Maureen,McQueen,40-64,male,20-29y,university,upper class,0.5873836120460220,FALSE,after 2015,TRUE,TRUE,32765,9000.0,sedan,10,2,0,FALSE
397446,Finn,Loyd,16-25,male,0-9y,none,poverty,0.4064824253974480,FALSE,before 2015,FALSE,FALSE,10238,16000.0,sedan,0,0,0,TRUE
101678,Saige,Jarvis,26-39,female,10-19y,high school,poverty,0.2857471319596470,FALSE,before 2015,FALSE,TRUE,10238,13000.0,sedan,1,0,0,TRUE
231661,Karyme,Rouse,40-64,male,20-29y,high school,middle class,0.5022849652731060,FALSE,before 2015,FALSE,FALSE,10238,14000.0,sports car,3,0,4,FALSE
173782,Jermaine,Parks,65,male,20-29y,high school,upper class,0.6256257210210230,TRUE,after 2015,TRUE,TRUE,10238,7000.0,sedan,7,0,5,FALSE
921097,Genaro,Coker,40-64,female,20-29y,university,upper class,,TRUE,after 2015,TRUE,TRUE,92101,11000.0,sedan,3,0,2,FALSE
98839,Cecelia,Hopkins,26-39,female,10-19y,university,working class,0.3931531299744000,TRUE,before 2015,FALSE,TRUE,32765,12000.0,sedan,1,0,0,FALSE
105372,Demetria,Worrell,26-39,female,10-19y,none,working class,0.5039497598168120,FALSE,before 2015,FALSE,TRUE,10238,14000.0,sedan,1,0,0,FALSE
888828,Lisa,Morgan,40-64,male,20-29y,university,upper class,0.6586274302571440,TRUE,before 2015,TRUE,FALSE,10238,14000.0,sedan,3,0,2,FALSE
37454,Norma,Kuhn,26-39,female,0-9y,high school,working class,0.5241464657501200,FALSE,before 2015,FALSE,FALSE,10238,17000.0,sedan,0,0,0,TRUE
370044,Sahara,Coleman,65,male,20-29y,university,upper class,0.5531007570628670,FALSE,after 2015,TRUE,TRUE,32765,7000.0,sedan,9,0,1,FALSE
768282,Rodney,Thurman,16-25,female,0-9y,university,working class,0.4475509489142780,FALSE,before 2015,TRUE,TRUE,10238,8000.0,sedan,0,0,0,TRUE
738729,Marian,Gaston,16-25,female,0-9y,none,working class,0.5107331365064210,TRUE,before 2015,TRUE,TRUE,10238,7000.0,sedan,0,0,0,TRUE
437535,Kole,Odell,26-39,female,10-19y,high school,middle class,,TRUE,after 2015,TRUE,FALSE,10238,15000.0,sedan,0,0,0,FALSE
329536,Demetrius,Reimer,16-25,female,0-9y,high school,poverty,0.4613735917269190,FALSE,before 2015,FALSE,FALSE,32765,9000.0,sedan,0,0,0,TRUE
328531,Raekwon,Bianco,40-64,female,20-29y,university,middle class,0.38755694436473200,FALSE,after 2015,FALSE,TRUE,32765,12000.0,sedan,2,0,1,FALSE
123941,Kaleb,Todd,40-64,female,20-29y,university,middle class,0.5701572256616220,TRUE,after 2015,TRUE,TRUE,10238,,sedan,0,0,0,FALSE
131881,Jennie,Heck,26-39,male,10-19y,university,working class,0.5501250875743220,TRUE,before 2015,FALSE,FALSE,10238,16000.0,sedan,0,1,0,FALSE
839572,Jocelyne,Munguia,40-64,male,20-29y,high school,working class,0.4529442316093680,FALSE,before 2015,TRUE,TRUE,10238,12000.0,sedan,3,0,1,FALSE
171578,Maximus,Cuevas,26-39,male,10-19y,university,upper class,,TRUE,before 2015,TRUE,TRUE,10238,8000.0,sedan,2,0,1,FALSE
589757,Katerina,Berg,40-64,female,20-29y,high school,upper class,0.5352743096602140,TRUE,before 2015,TRUE,TRUE,92101,7000.0,sedan,2,0,0,FALSE
336859,Dwight,Epstein,16-25,female,0-9y,university,middle class,0.6147359485632920,TRUE,before 2015,FALSE,TRUE,10238,15000.0,sedan,0,0,0,TRUE
788111,Adan,Rhoades,40-64,female,20-29y,high school,poverty,0.4544471564329260,TRUE,before 2015,TRUE,TRUE,10238,,sedan,1,0,1,FALSE
407453,Dania,Martinez,40-64,female,0-9y,university,upper class,0.6137409183819420,TRUE,before 2015,FALSE,FALSE,10238,,sedan,0,0,0,FALSE
367026,Brandyn,Yoder,40-64,female,10-19y,high school,working class,0.5326613280250600,TRUE,before 2015,TRUE,TRUE,10238,11000.0,sedan,0,0,0,FALSE
334687,Nehemiah,Cockrell,40-64,female,0-9y,university,middle class,0.42772851430193500,TRUE,before 2015,FALSE,FALSE,10238,15000.0,sedan,0,0,0,TRUE
623367,Dennis,Beall,65,male,20-29y,university,upper class,0.6859457213719150,TRUE,before 2015,TRUE,TRUE,32765,5000.0,sedan,4,1,4,FALSE
688440,Callie,McHugh,65,male,10-19y,university,upper class,0.6936124267187080,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,2,0,0,FALSE
547974,Tehya,Bernier,65,male,20-29y,high school,upper class,0.5979905963582330,FALSE,before 2015,TRUE,TRUE,10238,12000.0,sedan,2,1,7,TRUE
989064,Stephany,Arenas,26-39,male,0-9y,none,poverty,0.33081866649869300,FALSE,after 2015,TRUE,TRUE,10238,12000.0,sedan,0,0,0,TRUE
422816,Rex,Gann,40-64,male,20-29y,high school,working class,,TRUE,before 2015,FALSE,FALSE,10238,12000.0,sedan,5,0,7,FALSE
307408,Ken,Florez,26-39,female,10-19y,none,working class,,TRUE,before 2015,FALSE,TRUE,10238,9000.0,sedan,2,0,0,FALSE
675898,Gunner,Urbina,16-25,male,0-9y,high school,middle class,0.5083042183803550,TRUE,before 2015,FALSE,TRUE,10238,16000.0,sedan,0,0,0,FALSE
480452,Mike,Valentine,26-39,female,0-9y,university,upper class,0.7641329165005230,TRUE,before 2015,TRUE,TRUE,10238,12000.0,sedan,0,0,0,FALSE
93199,Fabiola,Starnes,40-64,female,0-9y,university,middle class,0.4775169603837720,TRUE,after 2015,TRUE,TRUE,10238,14000.0,sedan,0,0,0,FALSE
125802,Shakira,Culver,40-64,female,20-29y,university,upper class,0.6812332078486960,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,0,0,1,FALSE
616663,Bradley,Ontiveros,40-64,male,0-9y,university,upper class,0.4671555457007020,TRUE,after 2015,FALSE,FALSE,10238,16000.0,sedan,0,0,0,FALSE
423497,Charlie,Reinhardt,16-25,female,0-9y,high school,working class,0.3941632454999800,TRUE,before 2015,FALSE,FALSE,10238,16000.0,sedan,0,0,0,TRUE
492837,Sahil,Chavez,40-64,female,10-19y,university,upper class,0.6610607322734080,TRUE,after 2015,TRUE,TRUE,10238,14000.0,sedan,0,0,0,FALSE
422563,Jose,Trotter,40-64,male,20-29y,university,upper class,0.6651879748430350,FALSE,before 2015,FALSE,TRUE,10238,14000.0,sedan,2,0,1,FALSE
185231,Xander,Hoke,16-25,female,0-9y,high school,middle class,0.560770206632082,TRUE,before 2015,FALSE,TRUE,10238,11000.0,sedan,0,0,0,FALSE
949152,Yesenia,Boyer,26-39,female,10-19y,university,upper class,0.7454327103696550,FALSE,after 2015,FALSE,FALSE,32765,9000.0,sedan,0,0,0,FALSE
859453,Leslie,Brien,26-39,male,10-19y,university,middle class,0.53257435224505,TRUE,before 2015,TRUE,TRUE,10238,13000.0,sedan,1,0,2,FALSE
466578,Kendal,Earl,26-39,female,10-19y,high school,middle class,0.5267473391434420,TRUE,after 2015,FALSE,TRUE,10238,14000.0,sedan,0,0,0,FALSE
998214,Cory,McGuire,16-25,female,0-9y,none,poverty,0.4124517461654280,FALSE,before 2015,FALSE,FALSE,10238,14000.0,sedan,0,0,0,TRUE
828462,Camden,Stowe,40-64,male,20-29y,high school,working class,0.38710714490183000,FALSE,before 2015,FALSE,TRUE,10238,16000.0,sedan,0,0,6,FALSE
511837,Oswaldo,Davey,65,male,10-19y,high school,middle class,0.5499938678343250,TRUE,before 2015,TRUE,TRUE,32765,9000.0,sedan,3,1,1,FALSE
554995,Vincenzo,Rosa,16-25,male,0-9y,university,upper class,0.5853420947575600,TRUE,before 2015,TRUE,TRUE,10238,12000.0,sports car,0,0,0,TRUE
680717,Konnor,Bronson,65,male,30y+,none,middle class,0.5987396054343310,TRUE,before 2015,TRUE,TRUE,10238,14000.0,sedan,6,1,3,FALSE
978021,Ally,Roush,40-64,male,20-29y,university,upper class,0.6026557000791790,TRUE,after 2015,TRUE,TRUE,10238,7000.0,sedan,4,0,6,FALSE
509815,Dante,Colbert,26-39,female,0-9y,high school,working class,0.5114570584803540,TRUE,after 2015,TRUE,TRUE,32765,,sedan,0,0,0,FALSE
6676,Semaj,Ratliff,40-64,female,20-29y,high school,upper class,0.5586591735288890,FALSE,before 2015,FALSE,TRUE,10238,15000.0,sedan,3,0,2,FALSE
362280,Ali,Otero,40-64,male,10-19y,high school,working class,0.6284070137170300,FALSE,before 2015,FALSE,FALSE,10238,13000.0,sedan,0,0,0,TRUE
883018,Jeffrey,Espinal,40-64,male,0-9y,high school,working class,0.5057903732571780,TRUE,before 2015,FALSE,TRUE,10238,13000.0,sedan,0,0,0,FALSE
889355,Levi,Dugger,26-39,female,10-19y,university,upper class,0.7268184180645280,TRUE,before 2015,TRUE,TRUE,10238,15000.0,sedan,2,0,0,FALSE
198273,Britney,Brinkley,65,male,20-29y,university,upper class,0.6904423335733180,TRUE,after 2015,TRUE,TRUE,32765,9000.0,sedan,8,0,2,FALSE
197763,Ashlee,Estrada,40-64,male,20-29y,university,upper class,0.4796771646619310,FALSE,after 2015,TRUE,FALSE,10238,14000.0,sedan,1,0,2,FALSE
55670,Brandy,Vang,26-39,male,10-19y,university,upper class,,TRUE,after 2015,TRUE,TRUE,10238,11000.0,sedan,3,1,0,FALSE
545941,Glen,Calabrese,40-64,female,20-29y,none,working class,0.4405592041968240,TRUE,after 2015,TRUE,TRUE,10238,11000.0,sedan,1,0,2,FALSE
814196,Milo,Guajardo,16-25,female,0-9y,none,middle class,0.634052597196068,TRUE,before 2015,FALSE,TRUE,32765,,sedan,0,0,0,TRUE
560160,Kane,Bertrand,16-25,female,0-9y,high school,poverty,0.4574695879943670,FALSE,before 2015,FALSE,FALSE,10238,,sedan,0,0,0,FALSE
320444,Leticia,Harms,26-39,male,0-9y,none,poverty,0.30864901820049400,FALSE,before 2015,FALSE,TRUE,10238,14000.0,sedan,0,0,0,FALSE
305793,Lilia,Tejeda,16-25,male,0-9y,high school,poverty,0.2458351852340740,FALSE,before 2015,TRUE,TRUE,10238,11000.0,sedan,0,0,0,TRUE
362190,Kaci,Duckworth,16-25,male,0-9y,high school,poverty,0.3056465190413160,FALSE,before 2015,FALSE,FALSE,10238,14000.0,sedan,0,0,0,TRUE
62647,Damion,Baer,26-39,male,10-19y,high school,upper class,0.7440140862681480,TRUE,before 2015,FALSE,FALSE,10238,13000.0,sedan,2,0,1,FALSE
296948,Tamya,Ott,40-64,male,10-19y,university,upper class,0.6704645467899410,TRUE,after 2015,TRUE,TRUE,10238,14000.0,sedan,0,0,0,FALSE
673660,Luisa,Humphreys,65,female,30y+,high school,upper class,0.6830407984824190,FALSE,after 2015,TRUE,TRUE,10238,10000.0,sedan,4,1,3,FALSE
945867,Mikael,Carrier,16-25,male,0-9y,university,middle class,0.828628569053192,TRUE,before 2015,FALSE,FALSE,10238,13000.0,sedan,0,0,0,TRUE
391880,Jelani,Thigpen,65,male,30y+,none,middle class,,TRUE,before 2015,TRUE,TRUE,32765,10000.0,sedan,12,2,2,FALSE
241973,Kelsy,House,65,female,30y+,high school,upper class,0.6293380939717410,TRUE,before 2015,TRUE,FALSE,10238,11000.0,sedan,2,0,2,FALSE
429503,Ezekiel,Potts,16-25,male,0-9y,high school,poverty,0.28372421050714000,FALSE,before 2015,FALSE,TRUE,10238,15000.0,sedan,0,0,0,TRUE
810013,Frances,Piazza,16-25,male,0-9y,university,working class,0.4576486815858440,TRUE,after 2015,FALSE,FALSE,10238,14000.0,sports car,0,0,0,TRUE
663458,Trae,Rubin,16-25,female,0-9y,high school,poverty,0.3049876423937950,FALSE,before 2015,FALSE,FALSE,10238,15000.0,sedan,0,0,0,TRUE
879976,Jaydon,Fountain,16-25,male,0-9y,high school,working class,0.5517442884135390,FALSE,before 2015,TRUE,TRUE,32765,10000.0,sedan,0,0,0,TRUE
418841,Marcela,Stanford,16-25,male,0-9y,none,poverty,0.3186855562451050,TRUE,before 2015,TRUE,FALSE,32765,9000.0,sedan,0,0,0,TRUE
542236,Olivia,Person,26-39,male,10-19y,none,working class,0.43694419415478100,TRUE,before 2015,FALSE,FALSE,10238,12000.0,sedan,3,0,0,FALSE
937573,Keyanna,Castle,40-64,male,10-19y,university,upper class,0.6291939843221720,TRUE,before 2015,TRUE,TRUE,32765,7000.0,sedan,5,0,1,FALSE
670850,Adrianna,Schindler,16-25,male,0-9y,university,working class,0.4055600158887270,TRUE,before 2015,FALSE,FALSE,10238,17000.0,sedan,0,0,0,TRUE
151252,Edward,Slagle,16-25,male,0-9y,university,middle class,0.6235462115803200,TRUE,before 2015,TRUE,FALSE,10238,11000.0,sedan,0,0,0,FALSE
706349,Taylor,Munson,65,male,10-19y,university,upper class,0.7270329897821240,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,1,1,2,FALSE
602998,Fernanda,Mckenzie,65,male,20-29y,none,working class,0.42682838887991500,TRUE,before 2015,TRUE,FALSE,10238,14000.0,sedan,3,1,7,FALSE
242772,Cesar,Lively,26-39,female,10-19y,none,middle class,0.5036589704487730,TRUE,before 2015,FALSE,TRUE,10238,10000.0,sedan,1,2,0,FALSE
393449,Rachelle,Bess,26-39,female,10-19y,high school,middle class,,FALSE,before 2015,FALSE,FALSE,10238,12000.0,sedan,2,0,0,FALSE
380740,Colten,Levesque,65,male,30y+,university,upper class,0.7264400018455290,TRUE,after 2015,TRUE,TRUE,10238,7000.0,sedan,2,0,3,FALSE
938115,Felicia,Ybarra,16-25,female,0-9y,none,poverty,0.24449009312408000,FALSE,before 2015,FALSE,TRUE,32765,,sedan,0,0,0,TRUE
727943,Laken,Kinder,16-25,male,0-9y,university,middle class,0.5757707974509630,TRUE,before 2015,FALSE,FALSE,10238,11000.0,sedan,0,0,0,TRUE
766309,Lia,Terry,16-25,male,0-9y,high school,poverty,,FALSE,before 2015,FALSE,FALSE,10238,10000.0,sports car,0,0,0,TRUE
261229,Dallas,Denton,16-25,male,0-9y,university,working class,0.468671965728324,TRUE,after 2015,FALSE,TRUE,32765,9000.0,sedan,0,0,0,TRUE
60866,Bishop,Friedman,65,male,20-29y,university,upper class,0.6970834558464780,FALSE,after 2015,FALSE,TRUE,10238,13000.0,sedan,3,0,2,FALSE
752797,Emilia,McIntosh,40-64,female,20-29y,high school,working class,0.5429181079423030,TRUE,before 2015,FALSE,FALSE,10238,15000.0,sedan,1,1,0,FALSE
45002,Denise,Fonseca,65,male,30y+,high school,upper class,0.6722562535141290,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,4,1,2,FALSE
482448,Keegan,Gruber,16-25,male,0-9y,none,poverty,0.3864066185703320,FALSE,before 2015,FALSE,FALSE,32765,8000.0,sedan,0,0,0,TRUE
549142,Vance,Tinsley,16-25,male,0-9y,university,middle class,0.5512978330713670,TRUE,before 2015,TRUE,TRUE,10238,12000.0,sedan,0,0,0,TRUE
95138,Jasmyn,Ritchie,40-64,male,20-29y,high school,middle class,0.5985570254244250,FALSE,after 2015,TRUE,FALSE,10238,14000.0,sedan,4,1,4,FALSE
851152,Julie,Thornton,26-39,female,10-19y,none,working class,,FALSE,before 2015,TRUE,TRUE,10238,,sedan,0,0,1,FALSE
615991,Lesli,Gifford,40-64,female,20-29y,high school,upper class,0.5824219946087410,TRUE,after 2015,TRUE,TRUE,10238,11000.0,sedan,2,0,1,FALSE
424820,Dayton,Condon,26-39,female,10-19y,high school,middle class,0.540182723180248,TRUE,before 2015,TRUE,TRUE,10238,,sedan,0,0,1,FALSE
807847,Tanya,Clough,65,male,20-29y,university,upper class,0.6330139475122960,TRUE,after 2015,FALSE,TRUE,10238,14000.0,sedan,3,1,4,FALSE
758983,Orion,Estep,40-64,male,20-29y,high school,middle class,0.552204630296896,TRUE,after 2015,TRUE,FALSE,32765,12000.0,sedan,6,0,3,FALSE
987114,Dustyn,Paige,26-39,female,0-9y,university,middle class,0.3266816101781180,FALSE,before 2015,FALSE,FALSE,10238,16000.0,sedan,0,0,0,TRUE
873457,Julian,Maddox,40-64,male,20-29y,high school,middle class,0.5880825424047320,TRUE,before 2015,TRUE,TRUE,10238,13000.0,sedan,7,1,1,FALSE
699703,Tatum,Ham,65,female,0-9y,university,upper class,0.7022748020975710,FALSE,before 2015,TRUE,TRUE,92101,10000.0,sedan,0,0,0,TRUE
563342,Averie,Burnham,65,female,0-9y,university,upper class,0.7266055391975770,TRUE,before 2015,FALSE,TRUE,10238,13000.0,sedan,0,0,0,FALSE
504412,Alaina,Boyce,26-39,male,10-19y,university,working class,,FALSE,before 2015,TRUE,TRUE,10238,12000.0,sedan,3,2,3,TRUE
284106,Miles,Marin,65,male,30y+,university,upper class,0.73238212135242,TRUE,before 2015,TRUE,TRUE,10238,12000.0,sedan,5,1,5,FALSE
78189,Lexi,Byrd,16-25,female,0-9y,none,poverty,0.2012839211827760,TRUE,before 2015,FALSE,FALSE,32765,12000.0,sedan,0,0,0,TRUE
427520,Hattie,Apodaca,26-39,male,10-19y,university,middle class,0.4641607076311850,FALSE,before 2015,FALSE,FALSE,10238,16000.0,sedan,0,1,0,FALSE
689030,Micayla,Talley,40-64,female,20-29y,university,upper class,0.6579677428053040,TRUE,after 2015,TRUE,FALSE,92101,13000.0,sedan,1,0,1,FALSE
966467,Jessie,Noland,65,male,30y+,university,upper class,0.6002161554309660,TRUE,before 2015,TRUE,TRUE,10238,13000.0,sedan,5,2,4,FALSE
288712,Deborah,Artis,65,male,30y+,university,upper class,0.6663760181644960,TRUE,after 2015,TRUE,TRUE,10238,12000.0,sedan,3,0,7,FALSE
228114,Reagan,Casas,26-39,male,0-9y,high school,working class,0.4031472802313770,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,0,0,0,FALSE
63715,Bryan,Renfro,65,male,20-29y,university,upper class,0.4169350441301070,TRUE,before 2015,FALSE,TRUE,10238,13000.0,sedan,5,1,5,FALSE
624077,Reed,Ricketts,65,female,30y+,none,upper class,0.5948797136778920,TRUE,before 2015,TRUE,TRUE,32765,8000.0,sports car,10,0,1,FALSE
726352,Salvatore,Quezada,26-39,male,10-19y,none,poverty,0.38042650346206700,FALSE,before 2015,TRUE,TRUE,10238,16000.0,sedan,1,0,1,FALSE
150072,Kenny,Stoll,16-25,female,0-9y,none,poverty,,FALSE,before 2015,FALSE,FALSE,21217,14000.0,sedan,0,0,0,TRUE
792396,Jesse,Green,65,female,30y+,university,upper class,0.680617632406099,TRUE,before 2015,TRUE,TRUE,10238,12000.0,sedan,1,2,2,FALSE
768933,Aliza,Stacey,40-64,male,0-9y,high school,working class,0.35595046999386900,TRUE,before 2015,FALSE,TRUE,10238,16000.0,sedan,0,0,0,TRUE
452356,Adrianne,Huynh,40-64,female,10-19y,none,middle class,,TRUE,before 2015,FALSE,TRUE,32765,10000.0,sedan,2,0,0,FALSE
849811,Sequoia,Faber,65,female,30y+,high school,upper class,0.587831426389767,TRUE,after 2015,TRUE,FALSE,32765,,sports car,3,0,1,FALSE
579336,Rodrigo,Brock,65,female,10-19y,university,upper class,0.5733880426029550,TRUE,after 2015,TRUE,TRUE,10238,10000.0,sedan,0,0,2,FALSE
648922,Heriberto,Gage,16-25,male,0-9y,university,middle class,0.29640628282378100,TRUE,before 2015,FALSE,FALSE,10238,13000.0,sedan,0,0,0,TRUE
47909,Christian,Ibarra,65,male,10-19y,university,upper class,0.4295096986208440,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,1,0,4,FALSE
619577,Destin,Mundy,65,female,30y+,university,upper class,0.6885687186194460,TRUE,after 2015,FALSE,TRUE,92101,11000.0,sedan,2,0,0,FALSE
212678,Leo,Hobson,65,female,20-29y,university,upper class,0.700017431968704,TRUE,after 2015,FALSE,TRUE,32765,13000.0,sedan,1,0,1,FALSE
579720,Lexy,Cortes,26-39,male,10-19y,university,working class,0.4495886310379410,FALSE,before 2015,FALSE,TRUE,10238,,sports car,0,0,1,TRUE
995884,Brodie,Ackerman,40-64,female,20-29y,university,upper class,0.6900455818778340,TRUE,after 2015,TRUE,FALSE,10238,11000.0,sedan,2,1,1,FALSE
226326,Tania,Armstrong,40-64,female,10-19y,university,working class,0.4960298730510010,TRUE,after 2015,FALSE,FALSE,10238,13000.0,sedan,0,0,1,FALSE
943922,Jordyn,Vines,26-39,male,10-19y,university,upper class,0.6563457625165400,FALSE,after 2015,TRUE,TRUE,32765,6000.0,sedan,8,0,0,FALSE
510116,Mark,Finnegan,40-64,male,0-9y,high school,middle class,0.4983566259941650,TRUE,after 2015,FALSE,TRUE,10238,12000.0,sedan,0,0,0,FALSE
536546,Dahlia,Richard,16-25,female,0-9y,university,middle class,0.5463825431033480,TRUE,before 2015,TRUE,TRUE,10238,12000.0,sedan,0,0,0,FALSE
